county,agencies,year,population,crimesperthousand,index_total,violentperthousand,violent_total,murderperthousand,murder,"rapeperperson * 1000",rape,robberyperthousand,robbery,aggravated_assaultperthousand,aggravated_assault,propertyperthousand,property_total,burglaryperthousand,burglary,larcenyperthousand,larceny,vehicletheftperthousand,motor_vehicle_theft
Ontario,72,1998,99603,433.0000,246,20.4000,8,0.0000,0,2.0000,2,2.5000,1,15.9000,5,412.6000,238,80.8000,21,318.4000,211,13.4000,6
Orange,324,1998,332199,467.8000,129,58.5000,1,0.5000,0,3.4000,0,10.9000,1,43.7000,0,409.3000,128,75.9000,31,311.1000,88,22.3000,9
Orleans,54,1998,44167,368.4000,227,47.3000,30,0.0000,0,2.4000,0,3.3000,7,41.6000,23,321.1000,197,79.9000,31,231.9000,157,9.4000,9
Oswego,90,1998,122153,425.1000,15,17.4000,0,0.4000,0,2.9000,0,3.8000,0,10.2000,0,407.7000,15,100.5000,2,295.4000,13,11.8000,0
Otsego,54,1998,61379,343.4000,64,38.7000,6,0.0000,0,2.9000,0,2.1000,0,33.7000,6,304.7000,58,72.1000,12,226.1000,46,6.5000,0
Putnam,72,1998,93301,248.7000,436,13.5000,10,0.0000,0,1.0000,2,2.7000,3,9.8000,5,235.2000,426,58.3000,86,165.0000,320,12.0000,20
Queens,9,1998,2174983,313.1000,75665,68.2000,16492,0.5000,110,1.5000,358,33.8000,8178,32.5000,7846,244.9000,59173,49.8000,12039,127.7000,30866,67.3000,16268
Rensselaer,108,1998,153085,574.2000,4883,48.6000,413,0.4000,3,4.9000,42,18.7000,159,24.6000,209,525.6000,4470,137.5000,1169,362.6000,3084,25.5000,217
Richmond,9,1998,428952,190.1000,9060,38.9000,1855,0.3000,12,0.9000,43,11.5000,549,26.2000,1251,151.2000,7205,26.9000,1280,86.6000,4126,37.7000,1799
Rockland,126,1998,282044,447.5000,2330,45.3000,145,0.3000,0,2.4000,11,11.2000,28,31.3000,106,402.2000,2185,61.4000,234,319.9000,1834,20.9000,117
Saratoga,99,1998,196513,275.8000,163,19.1000,5,0.2000,0,1.7000,2,2.4000,1,14.8000,2,256.7000,158,62.3000,16,185.1000,132,9.3000,10
Schenectady,72,1998,147738,684.7000,5620,68.6000,563,1.0000,8,4.5000,37,28.9000,237,34.2000,281,616.1000,5057,136.3000,1119,452.1000,3711,27.7000,227
Schoharie,45,1998,31279,270.5000,129,19.0000,18,0.0000,0,1.2000,0,1.2000,2,16.7000,16,251.5000,111,90.9000,18,155.4000,89,5.2000,4
Schuyler,45,1998,19143,337.6000,359,9.4000,10,0.0000,0,1.9000,2,1.9000,2,5.6000,6,328.2000,349,106.3000,113,213.4000,227,8.5000,9
Seneca,54,1998,33184,429.6000,792,35.8000,66,0.0000,0,2.2000,4,6.0000,11,27.7000,51,393.8000,726,61.3000,113,323.8000,597,8.7000,16
Steuben,117,1998,98657,497.2000,42,32.5000,11,0.0000,0,2.7000,2,4.2000,1,25.5000,8,464.7000,31,108.2000,11,346.3000,19,10.2000,1
Suffolk,243,1998,1390729,537.3000,199,35.3000,16,0.4000,2,2.1000,2,12.0000,9,20.8000,3,502.0000,183,71.8000,27,394.5000,145,35.6000,11
Sullivan,72,1998,72974,623.6000,2528,68.3000,277,1.0000,4,3.7000,15,9.9000,40,53.8000,218,555.2000,2251,189.2000,767,348.0000,1411,18.0000,73
Tioga,45,1998,52163,259.1000,751,11.4000,33,0.0000,0,1.4000,4,0.7000,2,9.3000,27,247.8000,718,54.5000,158,181.2000,525,12.1000,35
Tompkins,99,1998,96036,529.1000,61,18.9000,2,0.0000,0,4.3000,0,3.9000,0,10.7000,2,510.2000,59,108.5000,9,388.4000,49,13.3000,1
Ulster,189,1998,175085,432.5000,9,55.8000,0,0.4000,0,2.0000,0,6.4000,0,47.1000,0,376.7000,9,81.7000,0,277.7000,9,17.3000,0
Warren,45,1998,62585,597.1000,14,41.1000,0,0.0000,0,2.6000,0,4.0000,0,34.5000,0,555.9000,14,106.4000,1,436.3000,13,13.2000,0
Washington,81,1998,60851,406.7000,65,73.1000,0,0.0000,0,5.3000,0,0.9000,0,66.9000,0,333.7000,65,103.2000,17,224.5000,46,5.9000,2
Wayne,90,1998,93624,422.2000,17,25.0000,3,0.4000,0,4.4000,2,4.8000,0,15.4000,1,397.2000,14,87.5000,1,298.4000,13,11.3000,0
Westchester,414,1998,911628,512.9000,63,59.1000,11,0.5000,0,2.2000,0,26.2000,2,30.2000,9,453.8000,52,68.0000,8,322.4000,40,63.3000,4
Wyoming,81,1998,43527,482.2000,88,44.7000,6,0.8000,0,3.7000,0,1.2000,0,38.9000,6,437.5000,82,183.6000,15,241.1000,65,12.8000,2
Yates,36,1998,24355,317.1000,429,16.3000,22,0.7000,1,3.0000,4,0.0000,0,12.6000,17,300.8000,407,78.3000,106,221.0000,299,1.5000,2
Albany,144,1999,294692,864.0000,7475,69.2000,897,0.8000,12,4.5000,46,26.6000,376,37.4000,463,794.8000,6578,173.8000,1826,580.8000,4324,40.2000,428
Allegany,99,1999,49997,273.3000,72,33.8000,7,0.0000,0,1.8000,0,0.7000,0,31.3000,7,239.4000,65,65.5000,14,165.2000,49,8.6000,2
Bronx,9,1999,1317895,341.0000,49928,114.9000,16820,0.9000,139,2.8000,408,46.7000,6836,64.4000,9437,226.1000,33108,51.8000,7582,125.5000,18376,48.8000,7150
Broome,108,1999,200881,542.0000,2355,34.6000,163,0.4000,3,4.0000,19,8.4000,60,21.7000,81,507.4000,2192,85.5000,286,409.6000,1839,12.4000,67
Cattaraugus,90,1999,84050,367.5000,82,37.7000,10,0.6000,0,2.1000,0,1.7000,0,33.2000,10,329.8000,72,65.7000,9,253.6000,63,10.5000,0
Cayuga,72,1999,82034,438.0000,1259,39.3000,59,0.2000,0,2.9000,11,4.8000,18,31.4000,30,398.7000,1200,75.0000,190,316.8000,995,6.8000,15
Chautauqua,126,1999,140087,487.9000,41,40.0000,7,0.1000,0,3.2000,0,4.4000,0,32.3000,7,447.9000,34,102.3000,12,330.9000,22,14.8000,0
Chemung,81,1999,91284,577.0000,1,54.2000,0,0.6000,0,5.1000,0,10.5000,0,38.1000,0,522.7000,1,72.2000,0,436.6000,1,14.0000,0
Chenango,99,1999,51286,407.8000,27,53.7000,0,0.4000,0,2.5000,0,1.1000,0,49.8000,0,354.1000,27,98.3000,4,250.2000,21,5.6000,2
Clinton,63,1999,79875,325.0000,10,48.2000,0,0.0000,0,1.1000,0,0.9000,0,46.2000,0,276.7000,10,53.4000,3,218.6000,7,4.7000,0
Columbia,81,1999,63217,387.8000,91,56.9000,19,0.3000,0,1.1000,0,8.0000,0,47.6000,19,330.9000,72,73.2000,13,248.3000,57,9.4000,2
Cortland,63,1999,48734,624.9000,737,31.8000,41,0.0000,0,5.2000,13,3.0000,6,23.6000,22,593.2000,696,105.3000,127,469.4000,545,18.5000,24
Delaware,90,1999,48069,311.6000,1,38.2000,0,0.0000,0,3.4000,0,1.1000,0,33.7000,0,273.4000,1,69.3000,0,189.9000,1,14.2000,0
Dutchess,135,1999,277586,429.1000,437,39.1000,79,0.8000,1,2.9000,6,11.1000,21,24.3000,51,390.0000,358,64.2000,78,308.1000,251,17.8000,29
Erie,243,1999,952546,678.2000,47,78.6000,7,0.6000,0,4.6000,0,31.5000,0,42.0000,7,599.6000,40,127.6000,16,398.5000,22,73.4000,2
Essex,45,1999,38664,302.1000,649,51.7000,111,0.5000,1,5.6000,12,0.9000,2,44.7000,96,250.5000,538,74.0000,159,166.2000,357,10.2000,22
Franklin,54,1999,51061,327.1000,928,62.4000,177,0.4000,1,0.4000,1,2.5000,7,59.2000,168,264.7000,751,78.6000,223,179.4000,509,6.7000,19
Fulton,54,1999,55011,501.3000,1532,45.8000,140,0.0000,0,2.3000,7,3.6000,11,39.9000,122,455.5000,1392,112.6000,344,322.6000,986,20.3000,62
Genesee,63,1999,60554,434.3000,550,25.9000,23,0.3000,1,2.7000,0,2.7000,6,20.2000,16,408.4000,527,70.4000,74,324.6000,442,13.4000,11
Greene,72,1999,47975,416.5000,10,82.2000,0,0.4000,0,4.5000,0,2.3000,0,75.0000,0,334.3000,10,90.4000,4,233.4000,6,10.5000,0
Hamilton,36,1999,5325,456.3000,135,23.7000,7,0.0000,0,3.4000,1,0.0000,0,20.3000,6,432.7000,128,169.0000,50,256.9000,76,6.8000,2
Herkimer,99,1999,64462,404.9000,1450,43.8000,157,0.0000,0,2.8000,10,2.5000,9,38.5000,138,361.0000,1293,70.6000,253,282.9000,1013,7.5000,27
Jefferson,126,1999,112081,357.5000,20,26.5000,2,0.0000,0,6.3000,1,3.1000,0,17.2000,1,331.0000,18,78.7000,4,243.8000,14,8.5000,0
Kings,9,1999,2447352,327.9000,89153,105.6000,28725,1.0000,263,2.5000,688,48.2000,13108,53.9000,14666,222.2000,60428,48.9000,13295,129.0000,35084,44.3000,12049
Lewis,36,1999,26914,189.9000,284,19.4000,29,0.0000,0,0.0000,0,0.7000,1,18.7000,28,170.5000,255,82.9000,124,84.3000,126,3.3000,5
Livingston,99,1999,64243,435.1000,43,31.4000,1,0.6000,0,2.2000,0,1.1000,1,27.5000,0,403.7000,42,61.6000,2,328.9000,40,13.2000,0
Madison,90,1999,69523,327.3000,72,17.9000,3,0.0000,0,2.8000,0,1.3000,0,13.7000,3,309.4000,69,59.3000,10,246.0000,57,4.1000,2
Monroe,126,1999,733679,748.9000,858,47.7000,38,0.8000,0,4.0000,7,24.8000,21,18.1000,10,701.2000,820,117.7000,119,515.3000,663,68.2000,38
Montgomery,63,1999,49918,346.9000,340,38.6000,40,0.4000,1,1.8000,3,2.9000,4,33.5000,32,308.3000,300,76.8000,101,225.4000,192,6.1000,7
Nassau,216,1999,1330815,381.4000,3,35.1000,3,0.3000,0,1.6000,0,17.4000,0,15.8000,3,346.3000,0,43.7000,0,250.4000,0,52.2000,0
"New York",9,1999,1535624,478.3000,81613,94.8000,16179,0.8000,131,1.5000,254,45.8000,7822,46.7000,7972,383.5000,65434,46.0000,7844,311.1000,53073,26.5000,4517
Niagara,90,1999,220556,603.2000,7391,59.9000,734,0.0000,0,3.8000,47,17.1000,210,38.9000,477,543.3000,6657,115.1000,1410,362.9000,4447,65.3000,800
Oneida,162,1999,235412,503.7000,11,40.0000,2,0.6000,0,3.7000,0,11.7000,0,23.9000,2,463.7000,9,88.5000,2,351.5000,5,23.7000,2
Onondaga,198,1999,458575,646.6000,174,78.3000,14,0.4000,0,3.7000,4,23.2000,1,51.1000,9,568.3000,160,127.1000,24,401.1000,131,40.1000,5
Ontario,63,1999,99802,416.3000,270,23.3000,7,0.2000,0,2.2000,0,4.7000,2,16.2000,5,393.0000,263,72.5000,27,305.5000,229,15.0000,7
Orange,306,1999,336630,470.6000,115,53.7000,4,0.6000,1,3.3000,0,11.8000,1,38.0000,2,416.9000,111,74.8000,32,321.8000,76,20.2000,3
Orleans,45,1999,44183,363.8000,240,38.3000,26,0.0000,0,2.4000,2,2.4000,5,33.4000,19,325.5000,214,65.2000,32,248.5000,176,11.8000,6
Oswego,90,1999,122199,407.0000,12,18.6000,2,0.1000,0,2.2000,1,3.2000,0,13.0000,1,388.4000,10,99.1000,1,278.1000,9,11.2000,0
Otsego,54,1999,61629,401.0000,86,48.8000,9,0.0000,0,4.7000,0,4.1000,0,40.0000,9,352.2000,77,97.6000,11,244.5000,66,10.2000,0
Putnam,63,1999,94647,232.0000,365,12.6000,16,0.8000,3,1.5000,2,1.3000,2,8.9000,9,219.5000,349,44.1000,55,164.3000,276,11.0000,18
Queens,9,1999,2208975,287.6000,70598,64.0000,15700,0.5000,121,1.3000,316,32.0000,7863,30.1000,7400,223.7000,54898,43.6000,10694,121.8000,29889,58.3000,14315
Rensselaer,108,1999,152392,563.9000,4774,54.5000,461,0.1000,1,3.2000,27,14.3000,121,36.9000,312,509.4000,4313,127.4000,1079,353.3000,2991,28.7000,243
Richmond,9,1999,437814,177.1000,8617,31.8000,1547,0.3000,17,0.7000,36,9.8000,479,20.9000,1015,145.3000,7070,21.7000,1054,89.4000,4349,34.3000,1667
Rockland,135,1999,285265,423.2000,2420,46.6000,143,0.4000,3,1.9000,2,13.7000,38,30.7000,100,376.6000,2277,49.7000,176,303.0000,1963,23.9000,138
Saratoga,99,1999,198641,266.0000,164,19.8000,4,0.0000,0,2.1000,3,2.2000,0,15.5000,1,246.2000,160,55.8000,24,181.0000,130,9.4000,6
Schenectady,72,1999,146857,664.9000,5425,69.9000,570,0.6000,5,4.4000,36,26.0000,212,38.9000,317,595.1000,4855,141.7000,1156,424.1000,3460,29.3000,239
Schoharie,54,1999,31537,292.8000,166,24.5000,15,0.6000,0,3.4000,0,1.1000,1,19.4000,14,268.3000,151,64.5000,19,194.1000,124,9.7000,8
Schuyler,45,1999,19117,424.6000,451,24.5000,26,0.0000,0,3.8000,4,1.9000,2,18.8000,20,400.2000,425,113.0000,120,274.0000,291,13.2000,14
Seneca,54,1999,33231,363.5000,671,21.7000,40,0.0000,0,3.8000,7,2.7000,5,15.2000,28,341.8000,631,65.0000,120,268.1000,495,8.7000,16
Steuben,108,1999,98458,443.7000,26,34.0000,15,0.2000,0,3.3000,0,2.6000,0,28.0000,15,409.7000,11,98.7000,2,303.1000,9,7.9000,0
Suffolk,234,1999,1406161,479.3000,175,31.1000,12,0.3000,0,1.7000,2,11.4000,7,17.7000,3,448.2000,163,66.1000,23,346.2000,130,35.9000,10
Sullivan,81,1999,73341,517.4000,2108,57.7000,235,1.5000,6,3.2000,13,6.4000,26,46.6000,190,459.7000,1873,140.4000,572,304.1000,1239,15.2000,62
Tioga,45,1999,51892,213.0000,614,14.9000,43,0.7000,2,3.1000,9,2.1000,6,9.0000,26,198.1000,571,51.0000,147,141.5000,408,5.5000,16
Tompkins,99,1999,96656,504.7000,31,30.0000,1,0.2000,0,6.0000,0,7.3000,0,16.6000,1,474.7000,30,101.1000,3,366.9000,27,6.7000,0
Ulster,180,1999,176526,415.2000,1,39.7000,1,0.7000,0,2.2000,0,5.2000,0,31.5000,1,375.5000,0,64.0000,0,290.7000,0,20.8000,0
Warren,45,1999,63031,486.9000,7,31.1000,0,0.0000,0,2.9000,0,4.3000,0,24.0000,0,455.8000,7,77.7000,0,365.0000,6,13.1000,1
Washington,72,1999,61043,330.8000,37,56.9000,2,0.3000,0,2.4000,0,1.2000,0,53.1000,2,273.9000,35,73.1000,11,194.0000,22,6.8000,2
Wayne,81,1999,93790,374.8000,31,20.9000,1,0.4000,0,2.1000,0,3.1000,0,15.4000,1,353.9000,30,85.0000,6,254.3000,24,14.6000,0
Westchester,396,1999,918532,445.0000,77,53.7000,4,0.3000,0,1.6000,0,22.3000,1,29.5000,3,391.3000,73,54.5000,18,279.6000,54,57.2000,1
Wyoming,72,1999,43584,422.5000,75,43.4000,5,0.0000,0,3.3000,0,4.1000,1,35.9000,4,379.1000,70,159.4000,7,208.1000,58,11.6000,5
Yates,36,1999,24613,322.5000,441,23.4000,32,0.0000,0,2.2000,3,2.9000,4,18.3000,25,299.1000,409,81.9000,112,212.8000,291,4.4000,6
Albany,288,2000,294601,1722.5000,7088,165.3000,1110,1.5000,11,9.7000,66,59.5000,396,94.7000,637,1557.2000,5978,304.2000,1513,1175.4000,4012,77.6000,453
Allegany,198,2000,49881,695.7000,68,103.2000,8,2.2000,0,6.5000,1,0.7000,0,93.8000,7,592.5000,60,180.4000,10,400.6000,49,11.5000,1
Bronx,18,2000,1332244,669.3000,49537,222.7000,16482,2.6000,190,5.4000,400,82.7000,6123,132.0000,9769,446.6000,33055,98.8000,7312,258.1000,19101,89.7000,6642
Broome,198,2000,200415,1085.5000,2364,75.4000,178,0.2000,1,7.9000,15,18.5000,60,48.9000,102,1010.0000,2186,142.1000,245,843.4000,1877,24.6000,64
Cattaraugus,180,2000,83874,807.4000,75,83.3000,8,0.4000,0,6.9000,0,6.4000,2,69.5000,6,724.1000,67,149.4000,9,556.7000,57,18.0000,1
Cayuga,144,2000,81910,834.6000,1130,76.9000,74,0.0000,0,4.0000,8,12.3000,23,60.7000,43,757.7000,1056,136.7000,181,604.3000,855,16.7000,20
Chautauqua,216,2000,139698,1016.9000,21,74.0000,4,0.8000,0,9.5000,0,9.5000,1,54.1000,3,942.9000,17,199.2000,6,712.5000,9,31.2000,2
Chemung,162,2000,91119,1130.3000,3,107.1000,0,0.4000,0,10.3000,0,15.0000,0,81.4000,0,1023.3000,3,168.3000,0,839.6000,3,15.4000,0
Chenango,198,2000,51356,822.3000,23,72.2000,0,0.7000,0,4.9000,0,4.2000,0,62.4000,0,750.1000,23,156.3000,4,576.9000,18,16.8000,1
Clinton,126,2000,79882,637.7000,12,107.7000,0,0.5000,0,6.3000,0,0.5000,0,100.5000,0,530.0000,12,132.0000,1,388.9000,11,9.0000,0
Columbia,180,2000,63074,643.8000,95,83.3000,21,0.6000,0,2.3000,0,12.0000,1,68.5000,20,560.5000,74,114.7000,12,422.9000,60,22.8000,2
Cortland,126,2000,48704,1207.0000,753,77.6000,46,0.0000,0,8.1000,5,10.3000,13,59.1000,28,1129.4000,707,173.7000,111,925.4000,564,30.3000,32
Delaware,162,2000,47894,526.9000,17,78.2000,3,0.0000,0,0.8000,0,1.5000,0,75.9000,3,448.7000,14,120.3000,10,318.0000,4,10.5000,0
Dutchess,270,2000,280032,815.8000,374,78.3000,69,0.9000,1,5.9000,7,21.0000,10,50.5000,51,737.5000,305,108.5000,35,595.1000,243,33.9000,27
Erie,486,2000,950227,1343.8000,55,172.2000,5,1.6000,0,8.9000,0,67.2000,1,94.6000,4,1171.7000,50,236.1000,9,803.8000,34,131.7000,7
Essex,108,2000,38893,709.9000,767,115.7000,125,0.0000,0,6.5000,7,3.7000,4,105.5000,114,594.2000,642,187.0000,202,392.5000,424,14.8000,16
Franklin,90,2000,51110,718.5000,1020,144.4000,205,0.7000,1,7.0000,10,2.8000,4,133.8000,190,574.1000,815,146.5000,208,402.9000,572,24.7000,35
Fulton,108,2000,55053,989.4000,1513,87.6000,134,0.7000,1,5.9000,9,2.6000,4,78.5000,120,901.7000,1379,152.4000,233,714.7000,1093,34.7000,53
Genesee,108,2000,60548,971.5000,586,50.5000,24,0.6000,0,5.4000,1,10.1000,10,34.5000,13,921.0000,562,138.5000,82,752.1000,466,30.3000,14
Greene,144,2000,48021,665.7000,8,114.7000,1,1.5000,0,5.2000,0,3.7000,0,104.2000,1,551.0000,7,177.7000,1,354.6000,6,18.7000,0
Hamilton,72,2000,5376,823.7000,123,46.9000,7,0.0000,0,0.0000,0,0.0000,0,46.9000,7,776.8000,116,241.1000,36,508.9000,76,26.8000,4
Herkimer,198,2000,64502,782.5000,1402,91.0000,163,0.0000,0,20.1000,36,5.6000,10,65.3000,117,691.5000,1239,164.6000,295,516.8000,926,10.0000,18
Jefferson,252,2000,111716,688.3000,16,50.6000,1,0.0000,0,11.6000,0,9.7000,0,29.3000,1,637.7000,15,156.6000,1,460.5000,14,20.6000,0
Kings,18,2000,2465689,627.2000,85912,201.6000,27611,1.7000,236,4.6000,626,88.7000,12154,106.5000,14595,425.6000,58301,89.5000,12264,253.9000,34776,82.2000,11261
Lewis,72,2000,26946,350.0000,262,18.7000,14,0.0000,0,0.0000,0,0.0000,0,18.7000,14,331.3000,248,133.6000,100,184.4000,138,13.4000,10
Livingston,198,2000,64631,864.5000,72,49.0000,3,0.6000,0,1.7000,0,2.2000,0,44.6000,3,815.5000,69,128.1000,11,674.0000,55,13.4000,3
Madison,180,2000,69420,703.7000,120,46.7000,2,0.5000,0,5.2000,0,1.6000,0,39.4000,2,657.0000,118,136.4000,21,507.7000,88,13.0000,9
Monroe,252,2000,735328,1563.4000,1155,102.3000,36,2.3000,1,8.1000,3,56.1000,27,35.8000,5,1461.1000,1119,216.7000,121,1087.6000,945,156.8000,53
Montgomery,126,2000,49637,716.6000,400,77.6000,56,0.0000,0,2.2000,1,4.4000,5,71.1000,50,639.0000,344,126.2000,82,492.5000,257,20.3000,5
Nassau,432,2000,1334625,700.8000,9,64.4000,0,0.7000,0,3.1000,0,29.1000,0,31.6000,0,636.4000,9,84.5000,2,451.5000,6,100.3000,1
"New York",18,2000,1538096,927.8000,79279,182.4000,15583,1.2000,104,3.1000,265,83.4000,7129,94.6000,8085,745.4000,63696,82.8000,7075,613.8000,52453,48.8000,4168
Niagara,180,2000,219795,1188.9000,7259,118.7000,725,0.3000,2,7.0000,43,32.4000,198,78.9000,482,1070.2000,6534,233.2000,1424,750.2000,4580,86.8000,530
Oneida,324,2000,235516,986.1000,12,88.2000,3,1.5000,0,8.9000,0,30.7000,0,47.1000,3,897.9000,9,203.8000,7,652.2000,1,41.9000,1
Onondaga,396,2000,458326,1291.7000,212,157.2000,19,1.6000,0,6.7000,2,42.5000,1,106.4000,16,1134.5000,193,234.1000,21,818.9000,161,81.5000,11
Ontario,144,2000,100009,711.3000,245,38.5000,15,0.7000,1,4.3000,3,9.4000,7,24.1000,4,672.8000,230,104.0000,29,542.8000,195,25.9000,6
Orange,630,2000,341397,923.2000,147,106.9000,4,0.5000,0,5.4000,0,29.2000,2,71.8000,2,816.3000,143,139.2000,34,641.6000,99,35.5000,10
Orleans,108,2000,44184,561.4000,242,46.4000,28,0.8000,0,0.8000,1,4.9000,2,39.9000,25,514.9000,214,83.1000,36,422.1000,170,9.8000,8
Oswego,180,2000,122387,728.9000,12,32.7000,0,0.9000,0,2.6000,0,5.0000,0,24.1000,0,696.3000,12,152.4000,2,509.2000,9,34.7000,1
Otsego,108,2000,61692,602.2000,1032,78.2000,134,0.0000,0,5.3000,9,7.0000,12,65.9000,113,524.0000,898,144.1000,247,370.0000,634,9.9000,17
Putnam,144,2000,95731,402.8000,324,19.9000,9,0.4000,0,1.9000,0,3.0000,2,14.7000,7,382.8000,315,75.2000,59,286.2000,244,21.4000,12
Queens,18,2000,2229394,522.1000,64662,115.9000,14349,0.9000,112,2.4000,303,54.3000,6722,58.2000,7212,406.2000,50313,75.2000,9311,230.2000,28512,100.8000,12490
Rensselaer,216,2000,152553,1151.8000,4881,113.5000,481,0.5000,2,8.5000,36,25.0000,106,79.5000,337,1038.3000,4400,245.4000,1040,740.0000,3136,52.9000,224
Richmond,18,2000,443762,349.0000,8605,69.5000,1714,1.0000,25,2.0000,49,19.2000,473,47.3000,1167,279.5000,6891,42.7000,1053,183.0000,4511,53.8000,1327
Rockland,252,2000,286794,754.3000,2323,79.7000,133,0.8000,2,2.9000,3,21.1000,33,55.0000,95,674.6000,2190,99.0000,195,532.6000,1845,42.9000,150
Saratoga,198,2000,200626,543.0000,115,47.2000,11,0.4000,0,4.1000,3,4.8000,3,37.9000,5,495.8000,104,100.8000,23,376.5000,80,18.5000,1
Schenectady,144,2000,146652,1297.4000,5285,137.2000,559,1.0000,4,11.3000,46,58.9000,240,66.0000,269,1160.1000,4726,256.8000,1046,837.8000,3413,65.5000,267
Schoharie,108,2000,31488,634.5000,166,29.7000,9,0.0000,0,2.3000,1,1.1000,1,26.3000,7,604.8000,157,160.1000,14,436.7000,140,8.0000,3
Schuyler,90,2000,19188,793.6000,423,39.4000,21,3.8000,2,1.9000,1,0.0000,0,33.8000,18,754.2000,402,155.7000,83,577.9000,308,20.6000,11
Seneca,108,2000,33319,744.4000,689,33.5000,31,0.0000,0,7.6000,7,2.2000,2,23.8000,22,710.9000,658,112.4000,104,575.9000,533,22.7000,21
Steuben,198,2000,98681,747.5000,13,50.0000,2,0.0000,0,4.0000,0,6.2000,1,39.8000,1,697.5000,11,143.7000,3,537.4000,7,16.4000,1
Suffolk,450,2000,1419379,923.5000,173,77.3000,10,0.7000,0,3.0000,1,24.9000,5,48.7000,4,846.2000,163,124.4000,21,646.8000,129,75.0000,13
Sullivan,144,2000,73885,1072.9000,2202,138.9000,285,1.0000,2,8.8000,18,24.8000,51,104.3000,214,934.0000,1917,292.8000,601,616.4000,1265,24.8000,51
Tioga,90,2000,51883,351.8000,507,23.6000,34,0.0000,0,4.9000,7,2.8000,4,16.0000,23,328.2000,473,84.7000,122,219.3000,316,24.3000,35
Tompkins,198,2000,96487,954.4000,54,42.2000,0,1.5000,0,4.5000,0,12.3000,0,23.9000,0,912.2000,54,174.2000,10,728.3000,43,9.7000,1
Ulster,324,2000,177726,802.7000,3963,81.2000,401,0.2000,1,4.7000,23,11.1000,55,65.2000,322,721.5000,3562,140.6000,694,542.7000,2679,38.3000,189
Warren,72,2000,63263,1009.5000,1774,62.6000,110,0.0000,0,8.5000,15,4.6000,8,49.5000,87,946.9000,1664,159.3000,280,759.7000,1335,27.9000,49
Washington,144,2000,61032,655.3000,61,121.5000,4,0.0000,0,5.3000,1,1.8000,0,114.4000,3,533.8000,57,146.3000,13,372.8000,41,14.7000,3
Wayne,162,2000,93779,825.7000,63,46.4000,3,0.8000,0,4.6000,1,5.0000,0,36.1000,2,779.3000,60,147.0000,6,606.5000,54,25.7000,0
Westchester,810,2000,923621,858.8000,50,102.3000,4,1.2000,0,3.9000,0,39.1000,2,58.2000,2,756.5000,46,111.2000,6,544.0000,34,101.3000,6
Wyoming,144,2000,43462,931.0000,69,93.6000,7,2.5000,0,7.5000,0,5.8000,0,77.9000,7,837.4000,62,321.4000,10,488.7000,49,27.3000,3
Yates,72,2000,24591,509.5000,348,38.1000,26,1.5000,1,4.4000,3,2.9000,2,29.3000,20,471.4000,322,125.9000,86,325.0000,222,20.5000,14
Albany,153,2001,296232,834.5000,7303,100.2000,1319,0.4000,6,5.0000,58,32.4000,434,62.3000,821,734.3000,5984,147.5000,1567,540.1000,3875,46.7000,542
Allegany,90,2001,50079,323.5000,81,51.4000,7,0.0000,0,2.2000,0,0.4000,0,48.9000,7,272.1000,74,69.7000,7,195.2000,67,7.2000,0
Bronx,9,2001,1346555,309.9000,46367,98.9000,14793,1.3000,191,2.7000,404,35.3000,5288,59.6000,8910,211.0000,31574,38.1000,5702,135.7000,20303,37.2000,5569
Broome,90,2001,200868,522.4000,2335,39.7000,188,0.3000,1,5.3000,30,8.3000,59,25.8000,98,482.7000,2147,69.2000,258,399.5000,1827,14.1000,62
Cattaraugus,81,2001,83346,409.7000,145,41.0000,9,0.2000,0,4.3000,0,1.9000,0,34.6000,9,368.7000,136,68.0000,4,287.2000,132,13.4000,0
Cayuga,72,2001,81313,421.9000,1209,39.2000,73,0.2000,0,3.3000,13,4.2000,11,31.4000,49,382.7000,1136,67.7000,191,305.5000,920,9.5000,25
Chautauqua,108,2001,138730,471.1000,18,45.4000,3,0.5000,0,5.7000,0,7.5000,1,31.7000,2,425.7000,15,83.0000,5,326.7000,10,16.0000,0
Chemung,81,2001,90780,558.0000,2,49.8000,0,0.0000,0,4.8000,0,6.7000,0,38.3000,0,508.2000,2,74.4000,0,425.5000,2,8.3000,0
Chenango,81,2001,51109,435.0000,17,45.8000,1,0.0000,0,2.5000,0,2.1000,0,41.2000,1,389.2000,16,89.5000,5,293.4000,11,6.3000,0
Clinton,63,2001,80320,325.2000,15,45.3000,0,0.0000,0,3.8000,0,1.6000,0,39.9000,0,279.9000,15,81.8000,1,192.5000,14,5.6000,0
Columbia,81,2001,62953,307.1000,82,33.2000,13,0.3000,0,0.6000,0,5.1000,0,27.2000,13,273.9000,69,56.9000,15,208.7000,53,8.3000,1
Cortland,63,2001,48903,584.1000,673,37.2000,38,0.0000,0,4.0000,5,2.9000,7,30.2000,26,547.0000,635,81.7000,96,453.5000,528,11.8000,11
Delaware,81,2001,47771,306.0000,17,42.6000,3,0.0000,0,1.9000,0,1.1000,0,39.6000,3,263.4000,14,67.1000,8,190.3000,6,6.0000,0
Dutchess,144,2001,284712,386.8000,383,39.6000,61,0.4000,0,2.4000,0,10.6000,14,26.2000,47,347.2000,322,52.4000,53,276.8000,234,17.9000,35
