county,agencies,year,population,crimesperperson,index_total,violentperperson,violent_total,murderperperson,murder,rapeperperson,rape,robberyperperson,robbery,aggravated_assaultperperson,aggravated_assault,propertyperperson,property_total,burglaryperperson,burglary,larcenyperperson,larceny,vehicletheftperperson,motor_vehicle_theft
Nassau,24,1999,1330815,0.0424,3,0.0039,3,0.0000,0,0.0002,0,0.0019,0,0.0018,3,0.0385,0,0.0049,0,0.0278,0,0.0058,0
"New York",1,1999,1535624,0.0531,81613,0.0105,16179,0.0001,131,0.0002,254,0.0051,7822,0.0052,7972,0.0426,65434,0.0051,7844,0.0346,53073,0.0029,4517
Niagara,10,1999,220556,0.0670,7391,0.0067,734,0.0000,0,0.0004,47,0.0019,210,0.0043,477,0.0604,6657,0.0128,1410,0.0403,4447,0.0073,800
Oneida,18,1999,235412,0.0560,11,0.0044,2,0.0001,0,0.0004,0,0.0013,0,0.0027,2,0.0515,9,0.0098,2,0.0391,5,0.0026,2
Onondaga,22,1999,458575,0.0718,174,0.0087,14,0.0000,0,0.0004,4,0.0026,1,0.0057,9,0.0631,160,0.0141,24,0.0446,131,0.0045,5
Ontario,7,1999,99802,0.0463,270,0.0026,7,0.0000,0,0.0002,0,0.0005,2,0.0018,5,0.0437,263,0.0081,27,0.0339,229,0.0017,7
Orange,34,1999,336630,0.0523,115,0.0060,4,0.0001,1,0.0004,0,0.0013,1,0.0042,2,0.0463,111,0.0083,32,0.0358,76,0.0022,3
Orleans,5,1999,44183,0.0404,240,0.0043,26,0.0000,0,0.0003,2,0.0003,5,0.0037,19,0.0362,214,0.0072,32,0.0276,176,0.0013,6
Oswego,10,1999,122199,0.0452,12,0.0021,2,0.0000,0,0.0002,1,0.0004,0,0.0014,1,0.0432,10,0.0110,1,0.0309,9,0.0012,0
Otsego,6,1999,61629,0.0446,86,0.0054,9,0.0000,0,0.0005,0,0.0005,0,0.0044,9,0.0391,77,0.0108,11,0.0272,66,0.0011,0
Putnam,7,1999,94647,0.0258,365,0.0014,16,0.0001,3,0.0002,2,0.0001,2,0.0010,9,0.0244,349,0.0049,55,0.0183,276,0.0012,18
Queens,1,1999,2208975,0.0320,70598,0.0071,15700,0.0001,121,0.0001,316,0.0036,7863,0.0033,7400,0.0249,54898,0.0048,10694,0.0135,29889,0.0065,14315
Rensselaer,12,1999,152392,0.0627,4774,0.0061,461,0.0000,1,0.0004,27,0.0016,121,0.0041,312,0.0566,4313,0.0142,1079,0.0393,2991,0.0032,243
Richmond,1,1999,437814,0.0197,8617,0.0035,1547,0.0000,17,0.0001,36,0.0011,479,0.0023,1015,0.0161,7070,0.0024,1054,0.0099,4349,0.0038,1667
Rockland,15,1999,285265,0.0470,2420,0.0052,143,0.0000,3,0.0002,2,0.0015,38,0.0034,100,0.0418,2277,0.0055,176,0.0337,1963,0.0027,138
Saratoga,11,1999,198641,0.0296,164,0.0022,4,0.0000,0,0.0002,3,0.0002,0,0.0017,1,0.0274,160,0.0062,24,0.0201,130,0.0010,6
Schenectady,8,1999,146857,0.0739,5425,0.0078,570,0.0001,5,0.0005,36,0.0029,212,0.0043,317,0.0661,4855,0.0157,1156,0.0471,3460,0.0033,239
Schoharie,6,1999,31537,0.0325,166,0.0027,15,0.0001,0,0.0004,0,0.0001,1,0.0022,14,0.0298,151,0.0072,19,0.0216,124,0.0011,8
Schuyler,5,1999,19117,0.0472,451,0.0027,26,0.0000,0,0.0004,4,0.0002,2,0.0021,20,0.0445,425,0.0126,120,0.0304,291,0.0015,14
Seneca,6,1999,33231,0.0404,671,0.0024,40,0.0000,0,0.0004,7,0.0003,5,0.0017,28,0.0380,631,0.0072,120,0.0298,495,0.0010,16
Steuben,12,1999,98458,0.0493,26,0.0038,15,0.0000,0,0.0004,0,0.0003,0,0.0031,15,0.0455,11,0.0110,2,0.0337,9,0.0009,0
Suffolk,26,1999,1406161,0.0533,175,0.0035,12,0.0000,0,0.0002,2,0.0013,7,0.0020,3,0.0498,163,0.0073,23,0.0385,130,0.0040,10
Sullivan,9,1999,73341,0.0575,2108,0.0064,235,0.0002,6,0.0004,13,0.0007,26,0.0052,190,0.0511,1873,0.0156,572,0.0338,1239,0.0017,62
Tioga,5,1999,51892,0.0237,614,0.0017,43,0.0001,2,0.0003,9,0.0002,6,0.0010,26,0.0220,571,0.0057,147,0.0157,408,0.0006,16
Tompkins,11,1999,96656,0.0561,31,0.0033,1,0.0000,0,0.0007,0,0.0008,0,0.0018,1,0.0527,30,0.0112,3,0.0408,27,0.0007,0
Ulster,20,1999,176526,0.0461,1,0.0044,1,0.0001,0,0.0002,0,0.0006,0,0.0035,1,0.0417,0,0.0071,0,0.0323,0,0.0023,0
Warren,5,1999,63031,0.0541,7,0.0035,0,0.0000,0,0.0003,0,0.0005,0,0.0027,0,0.0506,7,0.0086,0,0.0406,6,0.0015,1
Washington,8,1999,61043,0.0368,37,0.0063,2,0.0000,0,0.0003,0,0.0001,0,0.0059,2,0.0304,35,0.0081,11,0.0216,22,0.0008,2
Wayne,9,1999,93790,0.0416,31,0.0023,1,0.0000,0,0.0002,0,0.0003,0,0.0017,1,0.0393,30,0.0094,6,0.0283,24,0.0016,0
Westchester,44,1999,918532,0.0494,77,0.0060,4,0.0000,0,0.0002,0,0.0025,1,0.0033,3,0.0435,73,0.0061,18,0.0311,54,0.0064,1
Wyoming,8,1999,43584,0.0469,75,0.0048,5,0.0000,0,0.0004,0,0.0005,1,0.0040,4,0.0421,70,0.0177,7,0.0231,58,0.0013,5
Yates,4,1999,24613,0.0358,441,0.0026,32,0.0000,0,0.0002,3,0.0003,4,0.0020,25,0.0332,409,0.0091,112,0.0236,291,0.0005,6
Albany,32,2000,294601,0.1914,7088,0.0184,1110,0.0002,11,0.0011,66,0.0066,396,0.0105,637,0.1730,5978,0.0338,1513,0.1306,4012,0.0086,453
Allegany,22,2000,49881,0.0773,68,0.0115,8,0.0002,0,0.0007,1,0.0001,0,0.0104,7,0.0658,60,0.0200,10,0.0445,49,0.0013,1
Bronx,2,2000,1332244,0.0744,49537,0.0247,16482,0.0003,190,0.0006,400,0.0092,6123,0.0147,9769,0.0496,33055,0.0110,7312,0.0287,19101,0.0100,6642
Broome,22,2000,200415,0.1206,2364,0.0084,178,0.0000,1,0.0009,15,0.0021,60,0.0054,102,0.1122,2186,0.0158,245,0.0937,1877,0.0027,64
Cattaraugus,20,2000,83874,0.0897,75,0.0093,8,0.0000,0,0.0008,0,0.0007,2,0.0077,6,0.0805,67,0.0166,9,0.0619,57,0.0020,1
Cayuga,16,2000,81910,0.0927,1130,0.0085,74,0.0000,0,0.0004,8,0.0014,23,0.0067,43,0.0842,1056,0.0152,181,0.0671,855,0.0019,20
Chautauqua,24,2000,139698,0.1130,21,0.0082,4,0.0001,0,0.0011,0,0.0011,1,0.0060,3,0.1048,17,0.0221,6,0.0792,9,0.0035,2
Chemung,18,2000,91119,0.1256,3,0.0119,0,0.0000,0,0.0011,0,0.0017,0,0.0090,0,0.1137,3,0.0187,0,0.0933,3,0.0017,0
Chenango,22,2000,51356,0.0914,23,0.0080,0,0.0001,0,0.0005,0,0.0005,0,0.0069,0,0.0833,23,0.0174,4,0.0641,18,0.0019,1
Clinton,14,2000,79882,0.0709,12,0.0120,0,0.0001,0,0.0007,0,0.0001,0,0.0112,0,0.0589,12,0.0147,1,0.0432,11,0.0010,0
Columbia,20,2000,63074,0.0715,95,0.0093,21,0.0001,0,0.0003,0,0.0013,1,0.0076,20,0.0623,74,0.0127,12,0.0470,60,0.0025,2
Cortland,14,2000,48704,0.1341,753,0.0086,46,0.0000,0,0.0009,5,0.0011,13,0.0066,28,0.1255,707,0.0193,111,0.1028,564,0.0034,32
Delaware,18,2000,47894,0.0585,17,0.0087,3,0.0000,0,0.0001,0,0.0002,0,0.0084,3,0.0499,14,0.0134,10,0.0353,4,0.0012,0
Dutchess,30,2000,280032,0.0906,374,0.0087,69,0.0001,1,0.0007,7,0.0023,10,0.0056,51,0.0819,305,0.0121,35,0.0661,243,0.0038,27
Erie,54,2000,950227,0.1493,55,0.0191,5,0.0002,0,0.0010,0,0.0075,1,0.0105,4,0.1302,50,0.0262,9,0.0893,34,0.0146,7
Essex,12,2000,38893,0.0789,767,0.0129,125,0.0000,0,0.0007,7,0.0004,4,0.0117,114,0.0660,642,0.0208,202,0.0436,424,0.0016,16
Franklin,10,2000,51110,0.0798,1020,0.0160,205,0.0001,1,0.0008,10,0.0003,4,0.0149,190,0.0638,815,0.0163,208,0.0448,572,0.0027,35
Fulton,12,2000,55053,0.1099,1513,0.0097,134,0.0001,1,0.0007,9,0.0003,4,0.0087,120,0.1002,1379,0.0169,233,0.0794,1093,0.0039,53
Genesee,12,2000,60548,0.1079,586,0.0056,24,0.0001,0,0.0006,1,0.0011,10,0.0038,13,0.1023,562,0.0154,82,0.0836,466,0.0034,14
Greene,16,2000,48021,0.0740,8,0.0127,1,0.0002,0,0.0006,0,0.0004,0,0.0116,1,0.0612,7,0.0197,1,0.0394,6,0.0021,0
Hamilton,8,2000,5376,0.0915,123,0.0052,7,0.0000,0,0.0000,0,0.0000,0,0.0052,7,0.0863,116,0.0268,36,0.0565,76,0.0030,4
Herkimer,22,2000,64502,0.0869,1402,0.0101,163,0.0000,0,0.0022,36,0.0006,10,0.0073,117,0.0768,1239,0.0183,295,0.0574,926,0.0011,18
Jefferson,28,2000,111716,0.0765,16,0.0056,1,0.0000,0,0.0013,0,0.0011,0,0.0033,1,0.0709,15,0.0174,1,0.0512,14,0.0023,0
Kings,2,2000,2465689,0.0697,85912,0.0224,27611,0.0002,236,0.0005,626,0.0099,12154,0.0118,14595,0.0473,58301,0.0099,12264,0.0282,34776,0.0091,11261
Lewis,8,2000,26946,0.0389,262,0.0021,14,0.0000,0,0.0000,0,0.0000,0,0.0021,14,0.0368,248,0.0148,100,0.0205,138,0.0015,10
Livingston,22,2000,64631,0.0961,72,0.0054,3,0.0001,0,0.0002,0,0.0002,0,0.0050,3,0.0906,69,0.0142,11,0.0749,55,0.0015,3
Madison,20,2000,69420,0.0782,120,0.0052,2,0.0001,0,0.0006,0,0.0002,0,0.0044,2,0.0730,118,0.0152,21,0.0564,88,0.0014,9
Monroe,28,2000,735328,0.1737,1155,0.0114,36,0.0003,1,0.0009,3,0.0062,27,0.0040,5,0.1623,1119,0.0241,121,0.1208,945,0.0174,53
Montgomery,14,2000,49637,0.0796,400,0.0086,56,0.0000,0,0.0002,1,0.0005,5,0.0079,50,0.0710,344,0.0140,82,0.0547,257,0.0023,5
Nassau,48,2000,1334625,0.0779,9,0.0072,0,0.0001,0,0.0003,0,0.0032,0,0.0035,0,0.0707,9,0.0094,2,0.0502,6,0.0111,1
"New York",2,2000,1538096,0.1031,79279,0.0203,15583,0.0001,104,0.0003,265,0.0093,7129,0.0105,8085,0.0828,63696,0.0092,7075,0.0682,52453,0.0054,4168
Niagara,20,2000,219795,0.1321,7259,0.0132,725,0.0000,2,0.0008,43,0.0036,198,0.0088,482,0.1189,6534,0.0259,1424,0.0834,4580,0.0096,530
Oneida,36,2000,235516,0.1096,12,0.0098,3,0.0002,0,0.0010,0,0.0034,0,0.0052,3,0.0998,9,0.0226,7,0.0725,1,0.0047,1
Onondaga,44,2000,458326,0.1435,212,0.0175,19,0.0002,0,0.0007,2,0.0047,1,0.0118,16,0.1261,193,0.0260,21,0.0910,161,0.0091,11
Ontario,16,2000,100009,0.0790,245,0.0043,15,0.0001,1,0.0005,3,0.0010,7,0.0027,4,0.0748,230,0.0116,29,0.0603,195,0.0029,6
Orange,70,2000,341397,0.1026,147,0.0119,4,0.0001,0,0.0006,0,0.0032,2,0.0080,2,0.0907,143,0.0155,34,0.0713,99,0.0039,10
Orleans,12,2000,44184,0.0624,242,0.0052,28,0.0001,0,0.0001,1,0.0005,2,0.0044,25,0.0572,214,0.0092,36,0.0469,170,0.0011,8
Oswego,20,2000,122387,0.0810,12,0.0036,0,0.0001,0,0.0003,0,0.0006,0,0.0027,0,0.0774,12,0.0169,2,0.0566,9,0.0039,1
Otsego,12,2000,61692,0.0669,1032,0.0087,134,0.0000,0,0.0006,9,0.0008,12,0.0073,113,0.0582,898,0.0160,247,0.0411,634,0.0011,17
Putnam,16,2000,95731,0.0448,324,0.0022,9,0.0000,0,0.0002,0,0.0003,2,0.0016,7,0.0425,315,0.0084,59,0.0318,244,0.0024,12
Queens,2,2000,2229394,0.0580,64662,0.0129,14349,0.0001,112,0.0003,303,0.0060,6722,0.0065,7212,0.0451,50313,0.0084,9311,0.0256,28512,0.0112,12490
Rensselaer,24,2000,152553,0.1280,4881,0.0126,481,0.0001,2,0.0009,36,0.0028,106,0.0088,337,0.1154,4400,0.0273,1040,0.0822,3136,0.0059,224
Richmond,2,2000,443762,0.0388,8605,0.0077,1714,0.0001,25,0.0002,49,0.0021,473,0.0053,1167,0.0311,6891,0.0047,1053,0.0203,4511,0.0060,1327
Rockland,28,2000,286794,0.0838,2323,0.0089,133,0.0001,2,0.0003,3,0.0023,33,0.0061,95,0.0750,2190,0.0110,195,0.0592,1845,0.0048,150
Saratoga,22,2000,200626,0.0603,115,0.0052,11,0.0000,0,0.0005,3,0.0005,3,0.0042,5,0.0551,104,0.0112,23,0.0418,80,0.0021,1
Schenectady,16,2000,146652,0.1442,5285,0.0152,559,0.0001,4,0.0013,46,0.0065,240,0.0073,269,0.1289,4726,0.0285,1046,0.0931,3413,0.0073,267
Schoharie,12,2000,31488,0.0705,166,0.0033,9,0.0000,0,0.0003,1,0.0001,1,0.0029,7,0.0672,157,0.0178,14,0.0485,140,0.0009,3
Schuyler,10,2000,19188,0.0882,423,0.0044,21,0.0004,2,0.0002,1,0.0000,0,0.0038,18,0.0838,402,0.0173,83,0.0642,308,0.0023,11
Seneca,12,2000,33319,0.0827,689,0.0037,31,0.0000,0,0.0008,7,0.0002,2,0.0026,22,0.0790,658,0.0125,104,0.0640,533,0.0025,21
Steuben,22,2000,98681,0.0831,13,0.0056,2,0.0000,0,0.0004,0,0.0007,1,0.0044,1,0.0775,11,0.0160,3,0.0597,7,0.0018,1
Suffolk,50,2000,1419379,0.1026,173,0.0086,10,0.0001,0,0.0003,1,0.0028,5,0.0054,4,0.0940,163,0.0138,21,0.0719,129,0.0083,13
Sullivan,16,2000,73885,0.1192,2202,0.0154,285,0.0001,2,0.0010,18,0.0028,51,0.0116,214,0.1038,1917,0.0325,601,0.0685,1265,0.0028,51
Tioga,10,2000,51883,0.0391,507,0.0026,34,0.0000,0,0.0005,7,0.0003,4,0.0018,23,0.0365,473,0.0094,122,0.0244,316,0.0027,35
Tompkins,22,2000,96487,0.1060,54,0.0047,0,0.0002,0,0.0005,0,0.0014,0,0.0027,0,0.1014,54,0.0194,10,0.0809,43,0.0011,1
Ulster,36,2000,177726,0.0892,3963,0.0090,401,0.0000,1,0.0005,23,0.0012,55,0.0072,322,0.0802,3562,0.0156,694,0.0603,2679,0.0043,189
Warren,8,2000,63263,0.1122,1774,0.0070,110,0.0000,0,0.0009,15,0.0005,8,0.0055,87,0.1052,1664,0.0177,280,0.0844,1335,0.0031,49
Washington,16,2000,61032,0.0728,61,0.0135,4,0.0000,0,0.0006,1,0.0002,0,0.0127,3,0.0593,57,0.0163,13,0.0414,41,0.0016,3
Wayne,18,2000,93779,0.0917,63,0.0052,3,0.0001,0,0.0005,1,0.0006,0,0.0040,2,0.0866,60,0.0163,6,0.0674,54,0.0029,0
Westchester,90,2000,923621,0.0954,50,0.0114,4,0.0001,0,0.0004,0,0.0043,2,0.0065,2,0.0841,46,0.0124,6,0.0604,34,0.0113,6
Wyoming,16,2000,43462,0.1034,69,0.0104,7,0.0003,0,0.0008,0,0.0006,0,0.0087,7,0.0930,62,0.0357,10,0.0543,49,0.0030,3
Yates,8,2000,24591,0.0566,348,0.0042,26,0.0002,1,0.0005,3,0.0003,2,0.0033,20,0.0524,322,0.0140,86,0.0361,222,0.0023,14
Albany,17,2001,296232,0.0927,7303,0.0111,1319,0.0000,6,0.0006,58,0.0036,434,0.0069,821,0.0816,5984,0.0164,1567,0.0600,3875,0.0052,542
Allegany,10,2001,50079,0.0359,81,0.0057,7,0.0000,0,0.0002,0,0.0000,0,0.0054,7,0.0302,74,0.0077,7,0.0217,67,0.0008,0
Bronx,1,2001,1346555,0.0344,46367,0.0110,14793,0.0001,191,0.0003,404,0.0039,5288,0.0066,8910,0.0234,31574,0.0042,5702,0.0151,20303,0.0041,5569
Broome,10,2001,200868,0.0580,2335,0.0044,188,0.0000,1,0.0006,30,0.0009,59,0.0029,98,0.0536,2147,0.0077,258,0.0444,1827,0.0016,62
Cattaraugus,9,2001,83346,0.0455,145,0.0046,9,0.0000,0,0.0005,0,0.0002,0,0.0038,9,0.0410,136,0.0076,4,0.0319,132,0.0015,0
Cayuga,8,2001,81313,0.0469,1209,0.0044,73,0.0000,0,0.0004,13,0.0005,11,0.0035,49,0.0425,1136,0.0075,191,0.0339,920,0.0011,25
Chautauqua,12,2001,138730,0.0523,18,0.0050,3,0.0001,0,0.0006,0,0.0008,1,0.0035,2,0.0473,15,0.0092,5,0.0363,10,0.0018,0
Chemung,9,2001,90780,0.0620,2,0.0055,0,0.0000,0,0.0005,0,0.0007,0,0.0043,0,0.0565,2,0.0083,0,0.0473,2,0.0009,0
Chenango,9,2001,51109,0.0483,17,0.0051,1,0.0000,0,0.0003,0,0.0002,0,0.0046,1,0.0432,16,0.0099,5,0.0326,11,0.0007,0
Clinton,7,2001,80320,0.0361,15,0.0050,0,0.0000,0,0.0004,0,0.0002,0,0.0044,0,0.0311,15,0.0091,1,0.0214,14,0.0006,0
Columbia,9,2001,62953,0.0341,82,0.0037,13,0.0000,0,0.0001,0,0.0006,0,0.0030,13,0.0304,69,0.0063,15,0.0232,53,0.0009,1
Cortland,7,2001,48903,0.0649,673,0.0041,38,0.0000,0,0.0004,5,0.0003,7,0.0034,26,0.0608,635,0.0091,96,0.0504,528,0.0013,11
Delaware,9,2001,47771,0.0340,17,0.0047,3,0.0000,0,0.0002,0,0.0001,0,0.0044,3,0.0293,14,0.0075,8,0.0211,6,0.0007,0
Dutchess,16,2001,284712,0.0430,383,0.0044,61,0.0000,0,0.0003,0,0.0012,14,0.0029,47,0.0386,322,0.0058,53,0.0308,234,0.0020,35
Erie,28,2001,946515,0.0743,42,0.0097,15,0.0001,0,0.0006,1,0.0038,0,0.0050,14,0.0647,27,0.0128,8,0.0446,16,0.0073,3
Essex,6,2001,38893,0.0370,719,0.0030,58,0.0001,1,0.0001,1,0.0002,3,0.0027,53,0.0340,661,0.0112,217,0.0219,425,0.0010,19
Franklin,6,2001,50925,0.0400,1018,0.0078,199,0.0000,0,0.0009,22,0.0002,5,0.0068,172,0.0322,819,0.0093,238,0.0219,558,0.0009,23
Fulton,6,2001,54904,0.0538,1476,0.0034,93,0.0000,1,0.0004,11,0.0003,8,0.0027,73,0.0504,1383,0.0086,235,0.0401,1100,0.0017,48
Genesee,6,2001,60321,0.0526,690,0.0032,32,0.0000,0,0.0004,0,0.0005,9,0.0023,23,0.0494,658,0.0091,85,0.0386,555,0.0017,18
Greene,9,2001,47976,0.0388,9,0.0073,0,0.0000,0,0.0003,0,0.0006,0,0.0064,0,0.0315,9,0.0107,1,0.0198,7,0.0010,1
Hamilton,4,2001,5312,0.0377,100,0.0011,3,0.0000,0,0.0000,0,0.0000,0,0.0011,3,0.0365,97,0.0143,38,0.0211,56,0.0011,3
Herkimer,11,2001,64274,0.0417,1341,0.0053,171,0.0000,0,0.0002,8,0.0002,6,0.0049,157,0.0364,1170,0.0078,251,0.0279,898,0.0007,21
Jefferson,14,2001,111422,0.0397,7,0.0031,1,0.0000,0,0.0004,0,0.0006,0,0.0021,1,0.0366,6,0.0078,1,0.0280,5,0.0007,0
Kings,1,2001,2477252,0.0314,77831,0.0102,25226,0.0001,254,0.0002,570,0.0042,10521,0.0056,13881,0.0212,52605,0.0043,10555,0.0133,32863,0.0037,9187
Lewis,4,2001,26951,0.0234,316,0.0033,44,0.0000,0,0.0003,4,0.0000,0,0.0030,40,0.0202,272,0.0085,114,0.0112,151,0.0005,7
Livingston,11,2001,65088,0.0505,78,0.0020,1,0.0000,0,0.0002,0,0.0002,0,0.0017,1,0.0484,77,0.0067,5,0.0411,69,0.0007,3
Madison,10,2001,69852,0.0416,61,0.0028,0,0.0000,0,0.0003,0,0.0004,0,0.0021,0,0.0388,61,0.0082,14,0.0299,44,0.0007,3
Monroe,15,2001,739891,0.0817,1130,0.0057,32,0.0001,0,0.0004,4,0.0030,24,0.0022,4,0.0761,1098,0.0110,123,0.0565,932,0.0086,43
Montgomery,8,2001,49472,0.0376,323,0.0041,50,0.0001,1,0.0002,2,0.0002,3,0.0036,44,0.0336,273,0.0072,81,0.0253,189,0.0011,3
Nassau,25,2001,1337086,0.0345,5,0.0040,1,0.0000,0,0.0002,0,0.0016,0,0.0021,1,0.0305,4,0.0047,2,0.0214,2,0.0044,0
"New York",1,2001,1555729,0.0469,72996,0.0092,14248,0.0001,104,0.0002,249,0.0039,6130,0.0050,7765,0.0378,58748,0.0040,6241,0.0315,49020,0.0022,3487
Niagara,11,2001,218552,0.0727,7946,0.0067,733,0.0000,5,0.0005,52,0.0022,237,0.0040,439,0.0660,7213,0.0141,1546,0.0466,5088,0.0053,579
Oneida,19,2001,234247,0.0574,33,0.0051,5,0.0001,1,0.0006,0,0.0019,1,0.0025,3,0.0523,28,0.0114,6,0.0384,22,0.0024,0
Onondaga,23,2001,458576,0.0764,198,0.0088,16,0.0001,0,0.0004,1,0.0030,2,0.0053,13,0.0675,182,0.0140,26,0.0484,147,0.0052,9
Ontario,8,2001,100819,0.0399,268,0.0019,9,0.0000,0,0.0002,2,0.0004,3,0.0013,4,0.0380,259,0.0055,36,0.0309,218,0.0016,5
Orange,33,2001,347674,0.0495,171,0.0060,3,0.0001,0,0.0004,0,0.0013,1,0.0041,2,0.0435,168,0.0073,40,0.0344,117,0.0018,11
Orleans,7,2001,43898,0.0261,213,0.0030,35,0.0000,0,0.0002,1,0.0004,4,0.0023,30,0.0231,178,0.0059,40,0.0165,133,0.0007,5
Oswego,10,2001,122269,0.0490,20,0.0019,4,0.0000,0,0.0002,0,0.0004,3,0.0012,1,0.0471,16,0.0108,2,0.0345,14,0.0017,0
Otsego,5,2001,61924,0.0294,910,0.0038,117,0.0000,0,0.0004,12,0.0002,7,0.0032,98,0.0256,793,0.0065,201,0.0184,570,0.0007,22
Putnam,8,2001,97055,0.0226,338,0.0019,18,0.0000,0,0.0002,0,0.0002,4,0.0015,14,0.0208,320,0.0041,63,0.0157,245,0.0010,12
Queens,1,2001,2231316,0.0266,59338,0.0058,12991,0.0000,87,0.0001,278,0.0026,5891,0.0030,6735,0.0208,46347,0.0036,8139,0.0123,27518,0.0048,10690
Rensselaer,12,2001,152700,0.0611,4662,0.0060,458,0.0000,2,0.0004,34,0.0016,125,0.0039,297,0.0551,4204,0.0117,893,0.0401,3063,0.0032,248
Richmond,1,2001,448961,0.0171,7693,0.0033,1479,0.0000,13,0.0001,32,0.0008,376,0.0024,1058,0.0138,6214,0.0021,927,0.0094,4224,0.0024,1063
Rockland,15,2001,290613,0.0420,2324,0.0049,143,0.0000,1,0.0002,5,0.0014,37,0.0033,100,0.0370,2181,0.0061,209,0.0288,1852,0.0022,120
Saratoga,11,2001,203974,0.0311,123,0.0026,5,0.0000,0,0.0003,1,0.0005,0,0.0018,4,0.0285,118,0.0057,17,0.0219,97,0.0009,4
Schenectady,9,2001,146334,0.0749,5478,0.0085,619,0.0001,5,0.0008,56,0.0034,252,0.0042,306,0.0664,4859,0.0151,1102,0.0472,3452,0.0042,305
Schoharie,7,2001,31794,0.0398,158,0.0029,12,0.0001,0,0.0003,1,0.0003,3,0.0022,8,0.0369,146,0.0063,11,0.0295,133,0.0011,2
Schuyler,5,2001,19175,0.0407,390,0.0032,31,0.0000,0,0.0004,4,0.0003,3,0.0025,24,0.0374,359,0.0071,68,0.0291,279,0.0013,12
Seneca,6,2001,34764,0.0349,606,0.0033,57,0.0003,5,0.0004,7,0.0005,9,0.0021,36,0.0316,549,0.0059,103,0.0249,433,0.0007,13
Steuben,11,2001,99216,0.0408,17,0.0024,2,0.0000,0,0.0003,0,0.0001,0,0.0020,2,0.0384,15,0.0092,7,0.0284,8,0.0009,0
Suffolk,26,2001,1442488,0.0522,196,0.0046,10,0.0000,1,0.0002,0,0.0015,7,0.0029,2,0.0476,186,0.0073,24,0.0358,149,0.0045,13
Sullivan,7,2001,74143,0.0490,1817,0.0070,259,0.0001,3,0.0005,17,0.0008,29,0.0057,210,0.0420,1558,0.0106,393,0.0305,1131,0.0009,34
Tioga,5,2001,51712,0.0210,542,0.0012,31,0.0000,0,0.0002,6,0.0002,5,0.0008,20,0.0198,511,0.0051,131,0.0137,353,0.0010,27
Tompkins,11,2001,97458,0.0536,71,0.0025,2,0.0001,0,0.0006,1,0.0006,0,0.0011,1,0.0512,69,0.0090,3,0.0414,65,0.0007,1
Ulster,19,2001,178440,0.0392,3500,0.0040,359,0.0000,3,0.0002,18,0.0005,43,0.0033,295,0.0352,3141,0.0063,562,0.0271,2415,0.0018,164
Warren,5,2001,63406,0.0559,10,0.0032,0,0.0000,0,0.0005,0,0.0004,0,0.0022,0,0.0527,10,0.0104,4,0.0407,6,0.0015,0
Washington,8,2001,61142,0.0314,49,0.0064,2,0.0001,0,0.0002,0,0.0001,0,0.0061,2,0.0250,47,0.0060,7,0.0182,39,0.0009,1
Wayne,9,2001,93794,0.0451,97,0.0030,5,0.0000,0,0.0005,0,0.0004,0,0.0020,5,0.0421,92,0.0086,6,0.0317,83,0.0018,3
Westchester,45,2001,931577,0.0464,82,0.0060,7,0.0000,0,0.0002,0,0.0024,2,0.0033,5,0.0404,75,0.0059,11,0.0295,58,0.0050,6
Wyoming,8,2001,43061,0.0550,82,0.0047,7,0.0000,0,0.0003,0,0.0002,1,0.0041,6,0.0503,75,0.0202,13,0.0291,62,0.0010,0
Yates,4,2001,24725,0.0281,348,0.0015,19,0.0000,0,0.0003,4,0.0002,2,0.0011,13,0.0266,329,0.0044,55,0.0214,265,0.0007,9
Albany,17,2002,298283,0.0857,6774,0.0114,1403,0.0001,8,0.0005,64,0.0037,481,0.0072,850,0.0743,5371,0.0146,1397,0.0546,3401,0.0051,573
Allegany,11,2002,50014,0.0345,89,0.0046,2,0.0000,0,0.0005,0,0.0000,0,0.0041,2,0.0298,87,0.0080,19,0.0218,68,0.0001,0
Bronx,1,2002,1358739,0.0324,44035,0.0104,14112,0.0001,172,0.0003,443,0.0038,5215,0.0061,8282,0.0220,29923,0.0037,5057,0.0144,19585,0.0039,5281
Broome,11,2002,201438,0.0624,2366,0.0046,205,0.0001,6,0.0006,21,0.0013,80,0.0027,98,0.0578,2161,0.0076,260,0.0484,1856,0.0018,45
Cattaraugus,11,2002,83301,0.0505,241,0.0052,1,0.0000,0,0.0006,0,0.0004,0,0.0042,1,0.0453,240,0.0087,3,0.0353,236,0.0012,1
Cayuga,8,2002,81401,0.0453,1147,0.0041,70,0.0000,1,0.0005,14,0.0005,14,0.0030,41,0.0413,1077,0.0084,196,0.0322,861,0.0006,20
Chautauqua,12,2002,138346,0.0517,17,0.0049,2,0.0000,0,0.0004,0,0.0008,0,0.0036,2,0.0468,15,0.0095,6,0.0354,8,0.0019,1
Chemung,8,2002,90613,0.0670,312,0.0068,38,0.0000,0,0.0007,4,0.0009,3,0.0051,31,0.0602,274,0.0088,42,0.0501,221,0.0013,11
Chenango,11,2002,51205,0.0501,19,0.0046,0,0.0000,0,0.0004,0,0.0004,0,0.0038,0,0.0455,19,0.0100,0,0.0346,19,0.0010,0
